time,HR,average HR
2023-02-28 10:16:13,70,85.59166666666667
2023-02-28 10:16:18,71,85.85
2023-02-28 10:16:28,73,86.1
2023-02-28 10:16:33,71,86.35833333333333
2023-02-28 10:16:38,72,86.59166666666667
2023-02-28 10:16:43,73,86.81666666666666
2023-02-28 10:17:24,70,87.00833333333334
2023-02-28 10:17:34,86,87.225
2023-02-28 10:17:39,82,87.46666666666667
2023-02-28 10:17:44,83,87.725
2023-02-28 10:17:54,82,87.975
2023-02-28 10:17:59,81,88.16666666666667
2023-02-28 10:18:04,79,88.34166666666667
2023-02-28 10:18:09,77,88.51666666666667
2023-02-28 10:18:14,77,88.675
2023-02-28 10:18:29,76,88.80833333333334
2023-02-28 10:18:34,78,88.90833333333333
2023-02-28 10:18:39,79,89.00833333333334
2023-02-28 10:18:44,80,89.10833333333333
2023-02-28 10:18:49,81,89.20833333333333
2023-02-28 10:18:54,84,89.325
2023-02-28 10:19:04,83,89.43333333333334
2023-02-28 10:19:09,81,89.55833333333334
2023-02-28 10:19:14,80,89.75
2023-02-28 10:19:19,81,90.00833333333334
2023-02-28 10:19:24,80,90.25
2023-02-28 10:19:34,81,90.48333333333333
2023-02-28 10:19:39,84,90.71666666666667
2023-02-28 10:19:44,86,90.93333333333334
2023-02-28 10:19:49,88,91.13333333333334
2023-02-28 10:19:54,91,91.31666666666666
2023-02-28 10:19:59,96,91.48333333333333
2023-02-28 10:20:04,98,91.64166666666667
2023-02-28 10:20:09,100,91.79166666666667
2023-02-28 10:20:14,103,91.925
2023-02-28 10:20:24,103,92.04166666666667
2023-02-28 10:20:29,102,92.15833333333333
2023-02-28 10:20:44,104,92.275
2023-02-28 10:20:49,107,92.38333333333334
2023-02-28 10:20:54,110,92.34166666666667
2023-02-28 10:20:59,112,92.66666666666667
2023-02-28 10:21:04,115,93.4
2023-02-28 10:21:09,117,94.075
2023-02-28 10:21:14,119,94.675
2023-02-28 10:21:19,122,95.26666666666667
2023-02-28 10:21:29,120,95.84166666666667
2023-02-28 10:21:34,121,96.425
2023-02-28 10:21:39,121,96.975
2023-02-28 10:21:44,120,97.50833333333334
2023-02-28 10:21:49,117,98.03333333333333
2023-02-28 10:21:54,118,98.5
2023-02-28 10:21:59,117,98.925
2023-02-28 10:22:04,115,99.36666666666666
2023-02-28 10:22:14,115,99.78333333333333
2023-02-28 10:22:19,111,100.14166666666667
2023-02-28 10:22:24,109,100.45833333333333
2023-02-28 10:22:29,107,100.75833333333334
2023-02-28 10:22:34,104,101.06666666666666
2023-02-28 10:22:39,107,101.36666666666666
2023-02-28 10:22:44,111,101.69166666666666
2023-02-28 10:22:49,113,102.0
2023-02-28 10:23:04,113,102.275
2023-02-28 10:23:19,113,102.5
2023-02-28 10:23:24,112,102.675
2023-02-28 10:23:39,112,102.85833333333333
2023-02-28 10:23:49,109,103.04166666666667
2023-02-28 10:24:04,109,103.23333333333333
2023-02-28 10:24:09,110,103.46666666666667
2023-02-28 10:24:14,111,103.55833333333334
2023-02-28 10:24:24,110,103.66666666666667
2023-02-28 10:24:29,104,103.74166666666666
2023-02-28 10:24:34,103,103.80833333333334
2023-02-28 10:24:39,102,103.875
2023-02-28 10:24:44,101,103.95833333333333
2023-02-28 10:24:49,97,104.075
2023-02-28 10:24:54,91,104.2
2023-02-28 10:24:59,90,104.30833333333334
2023-02-28 10:25:09,89,104.38333333333334
2023-02-28 10:25:19,88,104.49166666666666
2023-02-28 10:25:24,89,104.61666666666666
2023-02-28 10:25:39,89,104.73333333333333
2023-02-28 10:25:44,92,104.825
2023-02-28 10:25:49,100,104.89166666666667
2023-02-28 10:25:54,110,104.98333333333333
2023-02-28 10:26:04,109,105.1
2023-02-28 10:26:09,107,105.24166666666666
2023-02-28 10:26:14,104,105.40833333333333
2023-02-28 10:26:19,102,105.55
2023-02-28 10:26:24,99,105.675
2023-02-28 10:26:29,96,105.79166666666667
2023-02-28 10:26:34,95,105.875
2023-02-28 10:26:39,94,105.9
2023-02-28 10:26:44,92,105.85
2023-02-28 10:26:49,90,105.775
2023-02-28 10:27:04,89,105.7
2023-02-28 10:27:09,88,105.625
2023-02-28 10:27:19,87,105.56666666666666
2023-02-28 10:27:24,86,105.53333333333333
2023-02-28 10:29:18,70,105.51666666666667
2023-02-28 10:29:28,115,105.5
2023-02-28 10:29:33,165,105.475
2023-02-28 10:29:38,159,105.45
2023-02-28 10:29:43,150,105.40833333333333
2023-02-28 10:29:48,147,105.36666666666666
2023-02-28 10:29:53,144,105.31666666666666
2023-02-28 10:29:58,146,105.225
2023-02-28 10:30:03,143,105.15833333333333
2023-02-28 10:30:08,139,105.09166666666667
2023-02-28 10:30:13,137,105.03333333333333
2023-02-28 10:30:18,132,104.99166666666666
2023-02-28 10:30:23,125,104.95833333333333
2023-02-28 10:30:28,124,104.875
2023-02-28 10:30:33,120,104.80833333333334
2023-02-28 10:30:38,114,104.79166666666667
2023-02-28 10:30:43,108,104.75833333333334
2023-02-28 10:30:48,104,104.74166666666666
2023-02-28 10:30:53,105,104.70833333333333
2023-02-28 10:30:58,104,104.66666666666667
2023-02-28 10:31:08,107,104.675
2023-02-28 10:31:13,106,104.66666666666667
2023-02-28 10:31:18,103,104.60833333333333
2023-02-28 10:31:23,98,104.50833333333334
2023-02-28 10:31:28,94,104.38333333333334
2023-02-28 10:31:33,93,104.25
2023-02-28 10:31:38,94,104.14166666666667
2023-02-28 10:31:43,96,104.05833333333334
2023-02-28 10:31:48,98,103.98333333333333
2023-02-28 10:31:58,97,103.9
2023-02-28 10:32:03,95,103.8
2023-02-28 10:32:08,92,103.68333333333334
2023-02-28 10:32:13,90,103.35
2023-02-28 10:32:18,89,103.06666666666666
2023-02-28 10:32:28,89,103.01666666666667
2023-02-28 10:32:33,91,102.81666666666666
2023-02-28 10:32:38,92,102.58333333333333
2023-02-28 10:32:43,89,102.35833333333333
2023-02-28 10:32:48,87,102.18333333333334
2023-02-28 10:32:53,92,102.03333333333333
2023-02-28 10:32:58,95,101.875
2023-02-28 10:33:13,95,101.70833333333333
2023-02-28 10:33:28,95,101.55833333333334
2023-02-28 10:33:33,91,101.4
2023-02-28 10:33:43,92,101.225
2023-02-28 10:33:48,94,100.99166666666666
2023-02-28 10:33:53,98,100.675
2023-02-28 10:33:58,100,100.35833333333333
2023-02-28 10:34:03,98,100.05
2023-02-28 10:34:13,99,99.75833333333334
2023-02-28 10:34:18,100,99.475
2023-02-28 10:34:28,98,99.20833333333333
2023-02-28 10:34:33,94,98.95833333333333
2023-02-28 10:34:38,90,98.725
2023-02-28 10:34:43,89,98.50833333333334
2023-02-28 10:34:58,91,98.30833333333334
2023-02-28 10:35:03,94,98.11666666666666
2023-02-28 10:35:08,96,97.925
2023-02-28 10:35:13,98,97.74166666666666
2023-02-28 10:35:18,102,97.58333333333333
2023-02-28 10:35:23,105,97.43333333333334
2023-02-28 10:35:28,107,97.425
2023-02-28 10:35:33,109,97.05833333333334
2023-02-28 10:35:38,110,96.3
2023-02-28 10:35:43,112,95.6
2023-02-28 10:35:48,113,94.96666666666667
2023-02-28 10:35:53,111,94.36666666666666
2023-02-28 10:35:58,112,93.79166666666667
2023-02-28 10:36:03,113,93.19166666666666
2023-02-28 10:36:08,114,92.61666666666666
2023-02-28 10:36:13,115,92.075
2023-02-28 10:36:18,113,91.54166666666667
2023-02-28 10:36:23,108,91.04166666666667
2023-02-28 10:36:33,109,90.6
2023-02-28 10:36:38,113,90.15833333333333
2023-02-28 10:36:43,111,89.75833333333334
2023-02-28 10:36:48,109,89.41666666666667
2023-02-28 10:36:53,105,89.125
2023-02-28 10:36:58,102,88.875
2023-02-28 10:37:03,105,88.625
2023-02-28 10:37:08,106,88.39166666666667
2023-02-28 10:37:13,104,88.14166666666667
2023-02-28 10:37:18,101,87.9
2023-02-28 10:37:33,98,87.7
2023-02-28 10:37:38,97,87.55
2023-02-28 10:37:43,99,87.44166666666666
2023-02-28 10:37:48,102,87.35
2023-02-28 10:38:04,100,87.25833333333334
2023-02-28 10:38:14,99,87.15
2023-02-28 10:38:19,98,87.025
2023-02-28 10:38:24,97,86.9
2023-02-28 10:39:38,70,86.78333333333333
2023-02-28 10:39:50,70,86.69166666666666
2023-02-28 10:39:55,97,86.61666666666666
2023-02-28 10:40:00,78,86.55
2023-02-28 10:40:05,73,86.46666666666667
2023-02-28 10:40:38,70,86.35833333333333
2023-02-28 10:40:48,70,86.23333333333333
2023-02-28 10:40:53,72,86.125
2023-02-28 10:42:07,70,86.03333333333333
2023-02-28 10:42:17,68,85.90833333333333
2023-02-28 10:42:22,71,85.75833333333334
2023-02-28 10:42:27,70,85.59166666666667
2023-02-28 10:42:42,71,85.41666666666667
2023-02-28 10:42:57,72,85.28333333333333
2023-02-28 10:43:02,72,85.13333333333334
2023-02-28 10:43:07,71,84.975
2023-02-28 10:43:12,70,84.79166666666667
2023-02-28 10:43:22,69,84.6
2023-02-28 10:43:27,68,84.44166666666666
2023-02-28 10:43:32,67,84.3
2023-02-28 10:43:37,66,84.175
2023-02-28 10:43:42,67,84.075
2023-02-28 10:43:47,68,84.05
2023-02-28 10:44:02,68,84.08333333333333
2023-02-28 10:44:07,67,84.125
2023-02-28 10:44:22,66,84.14166666666667
2023-02-28 10:44:37,66,84.125
2023-02-28 10:44:47,68,84.08333333333333
2023-02-28 10:44:57,68,84.01666666666667
2023-02-28 10:45:02,69,83.90833333333333
2023-02-28 10:45:07,71,83.775
2023-02-28 10:45:12,74,83.61666666666666
2023-02-28 10:45:17,75,83.43333333333334
2023-02-28 10:45:22,74,83.24166666666666
2023-02-28 10:45:27,75,83.04166666666667
2023-02-28 10:45:32,75,82.83333333333333
2023-02-28 10:45:37,74,82.65833333333333
2023-02-28 10:45:52,74,82.49166666666666
2023-02-28 10:46:07,74,82.30833333333334
2023-02-28 10:46:12,73,82.11666666666666
2023-02-28 10:46:17,72,81.925
2023-02-28 10:46:22,72,81.74166666666666
2023-02-28 10:46:27,71,81.59166666666667
2023-02-28 10:46:32,72,81.44166666666666
2023-02-28 10:46:37,73,81.25
2023-02-28 10:46:52,73,81.08333333333333
2023-02-28 10:46:57,74,80.94166666666666
2023-02-28 10:47:02,75,80.84166666666667
2023-02-28 10:47:07,76,80.75833333333334
2023-02-28 10:47:12,77,80.64166666666667
2023-02-28 10:47:22,77,80.50833333333334
2023-02-28 10:47:27,79,80.38333333333334
2023-02-28 10:47:37,80,80.275
2023-02-28 10:47:42,81,80.18333333333334
2023-02-28 10:47:47,82,80.1
2023-02-28 10:47:52,83,80.00833333333334
2023-02-28 10:47:57,83,79.89166666666667
2023-02-28 10:48:12,83,79.79166666666667
2023-02-28 10:48:17,82,79.69166666666666
2023-02-28 10:48:22,81,79.60833333333333
2023-02-28 10:48:27,81,79.54166666666667
2023-02-28 10:48:37,81,79.69166666666666
2023-02-28 10:48:42,81,79.83333333333333
2023-02-28 10:48:52,79,79.74166666666666
2023-02-28 10:48:57,78,79.81666666666666
2023-02-28 10:49:02,77,79.94166666666666
2023-02-28 10:49:07,76,80.1
2023-02-28 10:49:17,76,80.25833333333334
2023-02-28 10:49:22,77,80.39166666666667
2023-02-28 10:49:27,77,80.53333333333333
2023-02-28 10:49:37,75,80.68333333333334
2023-02-28 10:49:42,74,80.80833333333334
2023-02-28 10:49:57,75,80.95
2023-02-28 10:50:07,74,81.09166666666667
2023-02-28 10:50:17,75,81.225
2023-02-28 10:50:22,76,81.375
2023-02-28 10:50:32,77,81.54166666666667
2023-02-28 10:50:37,79,81.73333333333333
2023-02-28 10:50:42,82,81.94166666666666
2023-02-28 10:50:47,85,82.15
2023-02-28 10:50:52,86,82.35833333333333
2023-02-28 10:50:57,91,82.56666666666666
2023-02-28 10:51:02,94,82.78333333333333
2023-02-28 10:51:07,94,83.01666666666667
2023-02-28 10:51:22,93,83.26666666666667
2023-02-28 10:51:27,92,83.53333333333333
2023-02-28 10:51:37,91,83.81666666666666
2023-02-28 10:51:42,90,84.16666666666667
2023-02-28 10:51:47,89,84.50833333333334
2023-02-28 10:51:52,89,84.85
2023-02-28 10:51:57,88,85.20833333333333
2023-02-28 10:52:07,87,85.575
2023-02-28 10:52:12,87,85.925
2023-02-28 10:52:22,88,86.29166666666667
2023-02-28 10:52:37,88,86.7
2023-02-28 10:52:47,90,87.06666666666666
2023-02-28 10:52:52,92,87.41666666666667
2023-02-28 10:52:57,91,87.74166666666666
2023-02-28 10:53:12,91,88.05
2023-02-28 10:53:22,92,88.33333333333333
2023-02-28 10:53:27,91,88.59166666666667
2023-02-28 10:53:32,90,88.83333333333333
2023-02-28 10:53:37,91,89.04166666666667
2023-02-28 10:53:47,90,89.25
2023-02-28 10:53:57,91,89.43333333333334
2023-02-28 10:54:02,92,89.63333333333334
2023-02-28 10:54:07,93,89.875
2023-02-28 10:54:17,92,90.15
2023-02-28 10:54:22,91,90.425
2023-02-28 10:54:27,90,90.68333333333334
2023-02-28 10:54:32,89,90.93333333333334
2023-02-28 10:54:37,88,91.15
2023-02-28 10:54:47,87,91.34166666666667
2023-02-28 10:54:57,87,91.49166666666666
2023-02-28 10:55:07,88,91.64166666666667
2023-02-28 10:55:22,88,91.76666666666667
2023-02-28 10:55:23,88,91.85833333333333
2023-02-28 10:55:28,87,91.96666666666667
2023-02-28 10:55:33,88,92.05
2023-02-28 10:55:38,89,92.19166666666666
2023-02-28 10:55:43,88,92.45
2023-02-28 10:55:48,87,92.74166666666666
2023-02-28 10:55:53,86,93.025
2023-02-28 10:55:58,87,93.31666666666666
2023-02-28 10:56:03,88,93.63333333333334
2023-02-28 10:56:08,89,93.98333333333333
2023-02-28 10:56:13,89,94.33333333333333
2023-02-28 10:56:23,88,94.70833333333333
2023-02-28 10:56:28,87,95.09166666666667
2023-02-28 10:56:33,86,95.475
2023-02-28 10:56:38,86,95.88333333333334
2023-02-28 10:56:48,87,96.29166666666667
2023-02-28 10:56:53,88,96.7
2023-02-28 10:57:08,88,97.10833333333333
2023-02-28 10:57:13,90,97.53333333333333
2023-02-28 10:57:18,91,97.95833333333333
2023-02-28 10:57:23,93,98.38333333333334
2023-02-28 10:57:28,94,98.81666666666666
2023-02-28 10:57:43,93,99.21666666666667
2023-02-28 10:57:48,92,99.56666666666666
2023-02-28 10:57:58,91,99.875
2023-02-28 10:58:03,93,100.16666666666667
2023-02-28 10:58:08,96,100.40833333333333
2023-02-28 10:58:13,98,100.61666666666666
2023-02-28 10:58:18,99,100.80833333333334
2023-02-28 10:58:23,100,101.0
2023-02-28 10:58:28,108,101.18333333333334
2023-02-28 10:58:33,109,101.30833333333334
2023-02-28 10:58:38,109,101.39166666666667
2023-02-28 10:58:43,112,101.45833333333333
2023-02-28 10:58:48,115,101.525
2023-02-28 10:58:53,116,101.60833333333333
2023-02-28 10:58:58,119,101.725
2023-02-28 10:59:03,123,101.86666666666666
2023-02-28 10:59:13,119,102.00833333333334
2023-02-28 10:59:18,117,102.15
2023-02-28 10:59:23,113,102.30833333333334
2023-02-28 10:59:28,111,102.48333333333333
2023-02-28 10:59:33,108,102.65833333333333
2023-02-28 10:59:38,104,102.825
2023-02-28 10:59:43,101,102.975
2023-02-28 10:59:48,97,103.125
2023-02-28 10:59:53,96,103.25
2023-02-28 10:59:58,94,103.325
2023-02-28 11:00:08,97,103.39166666666667
2023-02-28 11:00:13,102,103.45833333333333
2023-02-28 11:00:18,107,103.525
2023-02-28 11:00:23,108,103.59166666666667
2023-02-28 11:00:28,107,103.65
2023-02-28 11:00:33,107,103.73333333333333
2023-02-28 11:00:43,103,103.86666666666666
2023-02-28 11:00:53,102,104.0
2023-02-28 11:00:58,98,104.125
2023-02-28 11:01:03,99,104.275
2023-02-28 11:01:18,97,104.38333333333334
2023-02-28 11:01:23,94,104.46666666666667
2023-02-28 11:01:28,96,104.54166666666667
2023-02-28 11:01:33,93,104.63333333333334
2023-02-28 11:01:43,99,104.725
2023-02-28 11:01:48,112,104.79166666666667
2023-02-28 11:01:53,116,104.84166666666667
2023-02-28 11:01:58,115,104.90833333333333
2023-02-28 11:02:03,116,104.99166666666666
2023-02-28 11:02:08,117,105.075
2023-02-28 11:02:13,120,105.125
2023-02-28 11:02:18,119,105.15
2023-02-28 11:02:23,121,105.15
2023-02-28 11:02:28,122,105.14166666666667
2023-02-28 11:02:38,123,105.13333333333334
2023-02-28 11:02:48,126,105.14166666666667
2023-02-28 11:02:53,124,105.19166666666666
2023-02-28 11:02:58,123,105.225
2023-02-28 11:03:03,124,105.21666666666667
2023-02-28 11:03:08,125,105.225
2023-02-28 11:03:13,126,105.26666666666667
2023-02-28 11:03:18,127,105.26666666666667
2023-02-28 11:03:23,129,105.225
2023-02-28 11:03:28,127,105.15
2023-02-28 11:03:33,124,105.1
2023-02-28 11:03:38,122,105.08333333333333
2023-02-28 11:03:48,121,105.06666666666666
2023-02-28 11:03:53,120,105.06666666666666
2023-02-28 11:03:58,119,105.025
2023-02-28 11:04:08,117,104.975
2023-02-28 11:04:13,116,104.90833333333333
2023-02-28 11:04:18,114,104.88333333333334
2023-02-28 11:04:23,106,104.85
2023-02-28 11:04:28,100,104.74166666666666
2023-02-28 11:04:33,97,104.61666666666666
2023-02-28 11:04:38,97,104.5
2023-02-28 11:04:48,98,104.36666666666666
2023-02-28 11:04:53,101,104.21666666666667
2023-02-28 11:04:58,104,104.06666666666666
2023-02-28 11:05:03,105,103.88333333333334
2023-02-28 11:05:18,105,103.66666666666667
2023-02-28 11:05:23,109,103.48333333333333
2023-02-28 11:05:28,113,103.30833333333334
2023-02-28 11:05:33,112,103.15833333333333
2023-02-28 11:05:38,111,103.03333333333333
2023-02-28 11:05:43,110,102.95
2023-02-28 11:05:48,109,102.925
2023-02-28 11:05:53,105,102.93333333333334
2023-02-28 11:05:58,100,102.98333333333333
2023-02-28 11:06:03,98,103.03333333333333
2023-02-28 11:06:08,99,103.1
2023-02-28 11:06:13,100,103.13333333333334
2023-02-28 11:06:23,101,103.10833333333333
2023-02-28 11:06:33,99,103.025
2023-02-28 11:06:43,101,102.91666666666667
2023-02-28 11:06:48,106,102.80833333333334
2023-02-28 11:06:53,105,102.70833333333333
2023-02-28 11:06:58,103,102.64166666666667
2023-02-28 11:07:03,105,102.59166666666667
2023-02-28 11:07:13,100,102.56666666666666
2023-02-28 11:07:18,98,102.56666666666666
2023-02-28 11:07:23,97,102.6
2023-02-28 11:07:28,99,102.66666666666667
2023-02-28 11:07:33,98,102.725
2023-02-28 11:07:38,96,102.825
2023-02-28 11:07:43,95,102.88333333333334
2023-02-28 11:07:48,96,102.825
2023-02-28 11:07:53,97,102.7
2023-02-28 11:07:58,96,102.54166666666667
2023-02-28 11:08:03,93,102.33333333333333
2023-02-28 11:08:08,91,102.16666666666667
2023-02-28 11:08:13,89,101.95
2023-02-28 11:08:18,88,101.73333333333333
2023-02-28 11:08:23,87,101.48333333333333
2023-02-28 11:08:38,88,101.25
2023-02-28 11:08:43,92,101.05
2023-02-28 11:08:48,90,100.81666666666666
2023-02-28 11:08:53,86,100.575
2023-02-28 11:09:03,89,100.33333333333333
2023-02-28 11:09:08,93,100.075
2023-02-28 11:09:13,90,99.81666666666666
2023-02-28 11:09:23,86,99.55833333333334
2023-02-28 11:09:33,84,99.3
2023-02-28 11:09:38,88,99.01666666666667
2023-02-28 11:09:43,91,98.74166666666666
2023-02-28 11:09:48,90,98.5
2023-02-28 11:09:53,91,98.28333333333333
2023-02-28 11:09:58,88,98.06666666666666
2023-02-28 11:10:03,90,97.85
2023-02-28 11:10:18,90,97.64166666666667
2023-02-28 11:10:23,96,97.46666666666667
2023-02-28 11:10:28,96,97.29166666666667
2023-02-28 11:10:33,95,97.15
2023-02-28 11:10:43,94,97.09166666666667
2023-02-28 11:10:48,95,97.1
2023-02-28 11:10:53,96,97.14166666666667
2023-02-28 11:11:03,97,97.2
2023-02-28 11:11:08,98,97.24166666666666
2023-02-28 11:11:13,97,97.26666666666667
2023-02-28 11:11:28,97,97.3
2023-02-28 11:11:34,97,97.33333333333333
2023-02-28 11:11:39,96,97.35
2023-02-28 11:11:44,95,97.325
2023-02-28 11:11:49,96,97.25
2023-02-28 11:11:54,98,97.175
2023-02-28 11:11:59,101,97.08333333333333
2023-02-28 11:12:04,102,97.0
2023-02-28 11:12:09,103,96.91666666666667
2023-02-28 11:12:14,102,96.90833333333333
2023-02-28 11:12:29,102,96.96666666666667
2023-02-28 11:12:39,101,97.04166666666667
2023-02-28 11:12:44,99,97.09166666666667
2023-02-28 11:12:54,97,97.125
2023-02-28 11:12:59,95,97.14166666666667
2023-02-28 11:13:04,94,97.13333333333334
2023-02-28 11:13:14,95,97.08333333333333
2023-02-28 11:13:29,95,96.96666666666667
2023-02-28 11:13:39,96,96.875
2023-02-28 11:13:44,95,96.78333333333333
2023-02-28 11:13:49,99,96.65833333333333
2023-02-28 11:13:54,101,96.59166666666667
2023-02-28 11:13:59,102,96.55
2023-02-28 11:14:04,103,96.51666666666667
2023-02-28 11:14:09,105,96.475
2023-02-28 11:14:14,106,96.46666666666667
2023-02-28 11:14:19,105,96.5
2023-02-28 11:14:34,101,96.55833333333334
2023-02-28 11:14:39,96,96.58333333333333
2023-02-28 11:14:44,91,96.55833333333334
2023-02-28 11:14:59,97,96.5
2023-02-28 11:15:09,94,96.45833333333333
2023-02-28 11:15:14,93,96.43333333333334
2023-02-28 11:15:19,91,96.40833333333333
2023-02-28 11:15:24,94,96.41666666666667
2023-02-28 11:15:29,99,96.49166666666666
2023-02-28 11:15:34,98,96.56666666666666
2023-02-28 11:15:39,95,96.625
2023-02-28 11:15:44,94,96.69166666666666
2023-02-28 11:15:49,93,96.78333333333333
2023-02-28 11:15:59,94,96.84166666666667
2023-02-28 11:16:09,95,96.85833333333333
2023-02-28 11:16:19,96,96.9
2023-02-28 11:16:24,95,96.98333333333333
2023-02-28 11:16:39,94,97.09166666666667
2023-02-28 11:16:44,95,97.175
2023-02-28 11:16:49,96,97.25833333333334
2023-02-28 11:16:54,95,97.35833333333333
2023-02-28 11:16:59,94,97.45833333333333
2023-02-28 11:17:04,94,97.58333333333333
2023-02-28 11:17:09,96,97.66666666666667
2023-02-28 11:17:14,95,97.725
2023-02-28 11:17:24,97,97.71666666666667
2023-02-28 11:17:29,99,97.71666666666667
2023-02-28 11:17:34,101,97.725
2023-02-28 11:17:39,102,97.75
2023-02-28 11:17:44,104,97.79166666666667
2023-02-28 11:17:49,103,97.83333333333333
2023-02-28 11:17:54,104,97.85
2023-02-28 11:18:09,108,97.825
2023-02-28 11:18:14,109,97.825
2023-02-28 11:18:24,107,97.84166666666667
2023-02-28 11:18:29,106,97.89166666666667
2023-02-28 11:18:34,104,97.93333333333334
2023-02-28 11:18:39,103,97.96666666666667
2023-02-28 11:18:44,100,97.96666666666667
2023-02-28 11:18:49,100,97.94166666666666
2023-02-28 11:18:54,99,97.88333333333334
2023-02-28 11:19:04,104,97.80833333333334
2023-02-28 11:19:09,107,97.70833333333333
2023-02-28 11:19:24,107,97.61666666666666
2023-02-28 11:19:34,105,97.51666666666667
2023-02-28 11:19:44,104,97.39166666666667
2023-02-28 11:19:49,103,97.225
2023-02-28 11:19:54,98,97.06666666666666
2023-02-28 11:19:59,95,96.90833333333333
2023-02-28 11:20:04,92,96.74166666666666
2023-02-28 11:20:14,94,96.55833333333334
2023-02-28 11:20:19,92,96.38333333333334
2023-02-28 11:20:24,90,96.19166666666666
2023-02-28 11:20:29,92,96.01666666666667
2023-02-28 11:20:34,93,95.8
2023-02-28 11:20:39,93,95.55
2023-02-28 11:20:44,94,95.275
2023-02-28 11:20:49,97,94.98333333333333
2023-02-28 11:20:54,100,94.675
2023-02-28 11:20:59,102,94.36666666666666
2023-02-28 11:21:04,99,94.075
2023-02-28 11:21:09,94,93.83333333333333
2023-02-28 11:21:14,89,93.625
2023-02-28 11:21:19,88,93.46666666666667
2023-02-28 11:21:24,88,93.25833333333334
2023-02-28 11:21:29,86,93.10833333333333
2023-02-28 11:21:34,89,93.0
2023-02-28 11:21:39,96,92.91666666666667
2023-02-28 11:21:44,97,92.81666666666666
2023-02-28 11:21:49,99,92.675
2023-02-28 11:21:54,98,92.55833333333334
2023-02-28 11:21:59,97,92.48333333333333
2023-02-28 11:22:04,96,92.43333333333334
2023-02-28 11:22:09,95,92.43333333333334
2023-02-28 11:22:19,95,92.45833333333333
2023-02-28 11:22:24,96,92.5
2023-02-28 11:22:29,97,92.54166666666667
2023-02-28 11:22:34,98,92.61666666666666
2023-02-28 11:22:39,101,92.70833333333333
2023-02-28 11:22:44,102,92.8
2023-02-28 11:22:54,103,92.85833333333333
2023-02-28 11:23:09,103,92.925
2023-02-28 11:23:14,100,92.975
2023-02-28 11:23:19,97,93.03333333333333
2023-02-28 11:23:24,95,93.075
2023-02-28 11:23:29,96,93.11666666666666
2023-02-28 11:23:44,96,93.14166666666667
2023-02-28 11:23:54,97,93.16666666666667
2023-02-28 11:23:59,100,93.15833333333333
2023-02-28 11:24:04,101,93.13333333333334
2023-02-28 11:24:14,99,93.08333333333333
2023-02-28 11:24:19,95,93.03333333333333
2023-02-28 11:24:29,97,92.975
2023-02-28 11:24:34,99,92.86666666666666
2023-02-28 11:24:39,103,92.74166666666666
2023-02-28 11:24:44,101,92.625
2023-02-28 11:24:49,99,92.51666666666667
2023-02-28 11:24:54,96,92.43333333333334
2023-02-28 11:24:59,95,92.38333333333334
2023-02-28 11:25:11,94,92.36666666666666
2023-02-28 11:25:26,93,92.35833333333333
2023-02-28 11:25:31,91,92.34166666666667
2023-02-28 11:25:46,91,92.26666666666667
2023-02-28 11:25:51,90,92.15833333333333
2023-02-28 11:25:56,86,92.05
2023-02-28 11:26:01,79,91.975
2023-02-28 11:26:06,78,91.9
2023-02-28 11:26:11,76,91.825
2023-02-28 11:26:16,74,91.775
2023-02-28 11:26:21,73,91.73333333333333
2023-02-28 11:26:31,74,91.725
2023-02-28 11:26:41,73,91.71666666666667
2023-02-28 11:26:56,74,91.73333333333333
2023-02-28 11:27:01,73,91.75833333333334
2023-02-28 11:27:06,71,91.75833333333334
2023-02-28 11:27:11,69,91.73333333333333
2023-02-28 11:27:26,68,91.7
2023-02-28 11:27:41,68,91.65
2023-02-28 11:27:46,69,91.58333333333333
2023-02-28 11:27:56,70,91.50833333333334
2023-02-28 11:28:01,72,91.425
2023-02-28 11:28:06,71,91.36666666666666
2023-02-28 11:28:11,72,91.35833333333333
2023-02-28 11:28:16,72,91.38333333333334
2023-02-28 11:28:21,76,91.40833333333333
2023-02-28 11:28:26,80,91.39166666666667
2023-02-28 11:28:31,81,91.38333333333334
2023-02-28 11:28:36,82,91.35
2023-02-28 11:28:51,82,91.24166666666666
2023-02-28 11:28:56,84,91.125
2023-02-28 11:29:01,86,90.975
2023-02-28 11:29:06,88,90.8
2023-02-28 11:29:11,93,90.63333333333334
2023-02-28 11:29:16,97,90.48333333333333
2023-02-28 11:29:21,100,90.35
2023-02-28 11:29:26,101,90.225
2023-02-28 11:29:31,104,90.08333333333333
2023-02-28 11:29:36,105,89.925
2023-02-28 11:29:41,106,89.76666666666667
2023-02-28 11:29:46,103,89.6
2023-02-28 11:30:01,103,89.43333333333334
2023-02-28 11:30:06,100,89.25
2023-02-28 11:30:11,101,89.06666666666666
2023-02-28 11:30:26,101,88.9
2023-02-28 11:30:31,100,88.75
2023-02-28 11:30:46,100,88.625
2023-02-28 11:30:56,102,88.5
2023-02-28 11:31:11,100,88.36666666666666
2023-02-28 11:31:16,99,88.23333333333333
2023-02-28 11:31:21,98,88.08333333333333
2023-02-28 11:31:36,97,87.93333333333334
2023-02-28 11:31:51,97,87.8
2023-02-28 11:31:56,95,87.70833333333333
2023-02-28 11:32:01,94,87.59166666666667
2023-02-28 11:32:06,93,87.45
2023-02-28 11:32:21,93,87.275
